"","businessId","stars","UMM","UMMR","CILowerStars"
"1","__CQhr0M-OpKdu0DXgGcaQ",2.5,0.0782214282843086,0.160729592538633,-0.201768486499641
"2","_-9pMxBWtG_x8l4rHWBasg",3.5,0.101022383217445,0.337419626666902,3.19602921313895
"3","_-TRcD1fi3Eq6U0tEb6Qnw",3,0.0338579401443464,0.0729796099883627,2.06135622847264
"4","_0DvMQAs9KvA58Pf3Z4ltg",5,0.0720866831129594,0.360433415564797,5
"5","_1GI_asXVGhOJMNF51SdlQ",3.5,0.289036541478192,1.09419898009384,-1.83781167920893
"6","_1lXRQ2Qda8HDpUQUqTYwA",2.5,0.00698774464872583,0.0160775443984056,1.24948086500435
"7","_20WCD89imWx15jlxv7kGg",3.5,0.13221556257477,0.515058048783162,2.98295940314536
"8","_2DT03K8fWh82Y9tBVYMKQ",4.5,0.0213537034898445,0.103701388204665,-1.85310236808735
"9","_3xR-RAnabwTj4Drsdfjgg",4,0.0517281911949958,0.206912764779983,4
"10","_4yz-KdFD9VtknWBIhSW6Q",2,0.0950820901791192,0.244911221707528,0.672557248068969
"11","_5qkBSljHlRo5B9GQLDp3w",4,0.0317888588037119,0.126356550811772,2.95438842367907
"12","_6rzEUOYbo7lgtkSKkKS9g",3.5,0.138572171731128,0.531280415500891,3.18426540902192
"13","_84VWy6K0MbkVAVPwz_ZTg",4,0.0795780614940235,0.33559272058375,3.70011439831514
"14","_8KSZw_NbyxnLZTev02wtw",3,0.132272525738168,0.403220814045724,2.12513662142259
"15","_91nx0Tz61WQIX2fpS7wDQ",2.5,0.34335573444739,1.00415595407479,-3.40353697299928
"16","_9h-jH3YOkAU9-2A-dy6YQ",3.5,0.132473699696006,0.462071865828207,3.06378243934365
"17","_9JDgUdXbCn1Vx-nj49VJg",4,0.0770360731998351,0.345412328990218,3.74024546676567
"18","_9TMkGfbOyniL-5P3Sx0nw",3.5,0.206438602779238,0.935613178930007,2.22651981917119
"19","_9wiSQbsRe0fiVeHQkxygQ",3.5,0.151467676622735,0.543654093025666,2.92528649380696
"20","_a4Ri7mWZcVBDtfZ4dEYeA",4.5,0.08227707701613,0.325303648162485,3.33921931838638
"21","_A4zWsLoLbjozEJYHLDx0Q",4,0.349414166775553,1.51117425335969,3.67745263640715
"22","_AnSrEL8OP8K0o5udRVVcA",3.5,0.0846123331548062,0.385891454829254,1.52229873263286
"23","_AvHni-xdRHmZ3XfYHwGkg",4,0.104378486656612,0.419297298100469,3.77706579408834
"24","_AwvPzaNPGQ_QZSWgsfOiw",3.5,0.177341740985331,0.676217765802648,2.48734389121549
"25","_BhzcKojv1gjdRINe3Gkig",4,0.142659625546147,0.579780673337755,3.58769185792319
"26","_bNA90EW1EHh32DEGGaSRw",5,0.304143529430013,1.51827461383164,4.24471097896044
"27","_CG5zJAoNN6gszjhSyUcww",4,0.137302703354806,0.586900255725145,3.8880081564108
"28","_CIodPGuvPP2khYkDk1jKw",4.5,0.165271403605988,0.693150430177494,4.00899216658665
"29","_D3KUba-5fHTbucTBAnigw",2.5,0.0921881138524778,0.14233512566194,1.2517810321726
"30","_DjAApQ5qhhHP5H_gzX57A",1,0.319527871717009,0.319527871717009,1
"31","_dVPzYGXKNg2rIsc40VtyA",3,0.172739252040325,0.31059615041598,1.70592139947355
"32","_eCrBSIXbGEW62ynS2_0lA",1.5,0.163331887224448,0.223276282115074,0.996758089920479
"33","_EdSQOkATuCtZ5y5A2m0rw",3.5,0.00717667968778824,0.0268363424904463,-2.85310236808735
"34","_ELurClSg26jIcRmhq3F_w",2.5,0.325533608383695,0.552130619714963,-0.636834728962781
"35","_Ex3OUT0CBJxmn7M_ihzjg",2,0.130385219187666,0.419636571121835,-16.559307104262
"36","_FgyuDnyDCXmWBy03Tq8TQ",2.5,0.0985770615847601,0.296696007830433,2.42511533164449
"37","_FXql6eVhbM923RdCi94SA",4,0.100801310519146,0.419880900140914,3.94620948484515
"38","_GWZRML1R9iHNSSo4i2MPA",4,0.070828155391845,0.157714040418072,-2.5044783458756
"39","_gXpjRIjb5fv5f5IVGXvsw",2.5,0.0142085242696619,0.0425657574169475,1.50076387646606
"40","_H5tPmiPJSMJndzQ2zJQXw",5,0.260292438097508,1.23158256835762,4.32486527862415
"41","_HAYDjkPJVabBXyvx-u9YQ",4,0.111198883131594,0.473880639271501,3.45465886082117
"42","_HGheM2jzKEZFqkT4kyViQ",4.5,0.247815517498147,1.19774409359015,4.35400224167966
"43","_HTE4pOKeJC7kcxiCF9vTA",4,0.138734469855472,0.571732226654599,3.87213209671166
"44","_hTnLGWujfiZhIaCwWH8Ng",4,0.145357206727732,0.522910271087053,3.0282043432463
"45","_IaAOzGPzq3JIDKuQlAzvQ",3.5,0.0963748501332616,0.415198998742822,3.16840980384984
"46","_IE5XDjxeM47NSzhg7sItg",3.5,0.0732947644038738,0.301987863665569,3.06171746037308
"47","_ISHH8x8Qe6IoVTQWegbpQ",2,0.312362111839031,0.799602030381393,-1.46124970026343
"48","_jaKAiZtJTCR7dOfv-Njsw",4,0.0494593687890966,0.229685948904287,3.50659605425364
"49","_jbeTDw6XSuvLaR1V_z8jw",4,0.114827556107751,0.556261476194301,2.89911575675018
"50","_k2-7p9iwZOvtz59119WvA",5,0.192368750970984,0.928178244569448,3.58130688448146
"51","_K5cfCM7-zQZ1hXdbsc2fQ",4,0.244886427493681,1.01450957225083,3.62262372849218
"52","_KGe3v1OzRnUmKhb3VkDgg",4,0.0597192141171945,0.238876856468778,4
"53","_L9E4eZWX0vdePNjU1xtuQ",4.5,0.153573003437862,0.694321196933146,4.13541492766167
"54","_lDDgqKSwzYKNiCqdGQLHw",3.5,0.054787684727116,0.151358511727794,2.40390235253153
"55","_leflhF7uTuhDeGqXY6Kuw",4,0.238998905988189,1.18750223385045,-8.70620473617469
"56","_LuFh4iAKoN5YrR3VEkMPw",1.5,0.116081556528256,0.137750369326164,0.581306884481461
"57","_mFZT2Ar2ayJ5kP35i79ZA",2.5,0.0482852610590048,0.16405806411371,0.939828974961693
"58","_mt0EQgGCG-qrLy51RnQag",3.5,0.126327241669061,0.402590333277676,2.97807173391306
"59","_Ne4sL68IW6lEXYvrnkt-w",3.5,0.122165661187473,0.413166425954914,3.29762237660649
"60","_nixwTDJAfdLByIQs4rzig",2.5,0.185598377489792,0.432377345964434,-2.30265272974946
"61","_NnOolczVHfhEHgCOhpxAw",4,0.123788881313387,0.554282147962418,3.1372210735544
"62","_NWot0cb2Ug3-IzXQY2THw",5,0.264469120249559,1.32234560124779,5
"63","_Nx8hwTmjR_x62Byjav0Ew",2.5,0.00330184899619106,0.00981846590218535,2.55312802044095
"64","_Oaj1X0vAlOu5bAX6ingzA",3,0.111963669741959,0.264792515225601,1.1810682152913
"65","_oBxfuBd2qDEWaYsdvP_dg",3.5,0.149074869726243,0.503146346451472,3.20900046492704
"66","_ODHYjCmrb3W9hIGJI1uaA",3.5,0.118071741433468,0.493959646931051,3.6876346534165
"67","_ohbwLmT7WO6CXgRLx5xlA",3.5,0.312528666323808,1.20791973342444,2.23244909008351
"68","_oQN89kF_d97-cWW0iO8_g",4.5,0.138543892659954,0.628126186870777,4.35388574603412
"69","_oylByc6iTONI5lokMfYHQ",3,0.0977319215870387,0.30320469665973,2.37668021617471
"70","_p8bPLv2RKSadu_9M83OVA",4,0.0956905032932532,0.38547637276638,2.60649564162836
"71","_pw-OnDpCe9XM0rDVvTUMg",3.5,0.0769442794953153,0.358426768957674,2.92240703233907
"72","_Qkckrb1d5fwi6BJotor5g",4.5,0.136327934894354,0.579431862631471,4.0383369133551
"73","_ql42UadWUh9SgU09_c2mQ",3.5,0.12625856651918,0.495194003465625,3.10471008381337
"74","_qTzOkbin2giDOrFsaxm8A",4,0.0484657055083453,0.195656637460418,3.86108449111321
"75","_RBUU1y4yJrK0SPAd8z0-w",3.5,0.10313095948295,0.381142711273377,3.45837837860757
"76","_s1QZIfOXLuPkjVItpT1AQ",4,0.0305104000326959,0.131556025215966,2.72651981917119
"77","_SbBztPWznTFKG8l-fMJEQ",3.5,0.0148661798857073,0.0594647195428293,4
"78","_sppJb0durssEnD1fs94mw",2.5,0.155621263692441,0.185557239741104,0.322298732632865
"79","_SWb6l-M_ohosfSmet3e1w",3,0.137296501582595,0.418311664564161,2.90898457673345
"80","_TekkyyFeX_8MBepPIxuTg",4.5,0.11311731743042,0.538402236780457,4.53010301630556
"81","_TOy0-P-UMA1_mpL-lPgxw",4.5,0.0370967693917763,0.151749891345455,3.45438842367907
"82","_tULIKll0EQsIAnPnxaoLg",2.5,0.189777046017833,0.518640523816901,1.48530424201268
"83","_uf5F_RiMBPHSl2Saex8AA",3,0.0754359277920852,0.257919453940465,1.99426233458424
"84","_ufhmY-588fNlV5ers3UQQ",4.5,0.139524425640955,0.669150022324631,3.88602005618101
"85","_UrbZpgCq638dWrS0Vly2A",3.5,0.06913526583196,0.216186945509519,3.08345732514992
"86","_uUlWKhPmjFUUxOSS-EP_w",3,0.076687816278229,0.255968994296089,1.90877684735815
"87","_uy2i0KjsilMG0kGHr9q8Q",4,0.10613662544477,0.478428980797105,3.69495988538578
"88","_VcrPnJrF770airgFiI1GQ",4,0.128213497851175,0.550808952224736,3.61169240148538
"89","_w2wIsBh-1M1ZCed2KjLlw",3.5,0.098807802451258,0.355125207967067,2.7656817211804
"90","_WP0nIqmrSFLcY8nV8KUSA",3.5,0.156453547160376,0.579284470758166,3.50599547176569
"91","_wrA7CMbMqcWEDCNghi5cg",2.5,0.125255683346326,0.282766191899354,1.90673701964136
"92","_WyjHcQB24zyMXrZ7fjEXA",3,0.134832225844263,0.563548805004724,1.03675683852244
"93","_YswYrpv6YdO3R3CP8R8oQ",3,0.133850958189393,0.340405370284092,2.66470780011018
"94","_yUeZBoHERR8A-8wGlQ56Q",3,0.0666643193218764,0.141802947489778,2.24486660861278
"95","_yW2zLQAmqhj2m7rBbpFPw",4,0.119072458882337,0.456003523818723,3.36671759085194
"96","_zksiS8qbYcn9GMi6kqhoA",2.5,0.0104661391541749,0.0131141925218698,1.77179864900279
"97","_Ztp2sSQKQuwFUX-rp-xlQ",4.5,0.013047451793356,0.0652372589667799,5
"98","-_JBgygYYD_UkuD-GVTp6A",3,0.0690704526889695,0.163184475072428,2.00930588847731
"99","-_Ke8q969OAwEE_-U0qUjw",4.5,0.0199404910745788,0.0877225085473025,3.71991261934174
