"businessId" "UMM"
"1" "--5jkZ3-nUPZxUvtcbr8Uw" 0.172383414751167
"2" "--BlvDO_RG2yElKu9XA1_g" 0.140255493118874
"3" "--qeSYxyn62mMjWvznNTdg" 0.0495049359350765
"4" "-0D_CYhlD2ILkmLR0pBmnA" 0.0604959785373105
"5" "-0QBrNvhrPQCaeo7mTo0zQ" 0.00895846450483682
"6" "-0bUDim5OGuv8R0Qqq6J4A" 0.145741719483565
"7" "-0xwm_AwS0d_5rwUprHGuw" 0.113790573631422
"8" "-1bOb2izeJBZjHC7NWxiPA" 0.112645762555799
"9" "-1qDklczWpxON-3_Nj9NgA" 0.107195075508103
"10" "-2_O3_WKgO5In5XO5extNQ" 0.111074719250761
"11" "-2xCV0XGD9NxfWaVwA1-DQ" 0.187953818362323
"12" "-3WVw1TNQbPBzaKCaQQ1AQ" 0.0879099329849242
"13" "-3frEL8Vo8kyq4kfgTn0GA" 0.110934435600038
"14" "-3jSU7oWrDqRgV68TWtlOg" 0.170194176183937
"15" "-4A5xmN21zi_TXnUESauUQ" 0.167956701316636
"16" "-4BtfPW3_v092G8pqHrv4w" 0.0202640770373019
"17" "-5XAZC1hC6G0NDkmPyhmUg" 0.0692523347141574
"18" "-5rFC4EVrT-v8g1PSEf6Xg" 0.180702443481299
"19" "-6Roo-EHgSdUa4rP3tWyRw" 0.0981348661117873
"20" "-73hx2hut_2KPcGpCTO5YA" 0.0939468042540477
"21" "-7smFzvh2E2fOOYs-0Dl8w" 0.105288963191344
"22" "-8vrk9UzM2oIey95PZOHuA" 0.148186340704477
"23" "-8wyZkzfBmCFkMwCGcR4PQ" 0.0228938507515433
"24" "-92fePI5W6MwOaxMxphFjA" 0.0660438637820842
"25" "-98noPZy1sH6NndWmdtuDw" 0.120418650353921
"26" "-AAig9FG0s8gYE4f8GfowQ" 0.0965718732795139
"27" "-Bb1Xwd677TBSIPjw4x7oA" 0.0886372545190858
"28" "-CYr479M7Y49UqIPwFcjEg" 0.197477242553306
"29" "-E6XYf1ce1NCtV3QQI-3xA" 0.210859627583947
"30" "-GPiLRLH0MWH6Pjs0WDglg" 0.199194529086913
"31" "-GYx5GAx_-4XEsn7mFwdkA" 0.129948018884401
"32" "-Gse8l_ec33gkWgotCLsew" 0.144755401924316
"33" "-HnNSLlmNbesJ7NF5CmgFg" 0.0882147573710746
"34" "-I3Cu9rLQXtL5us5wdy8tA" 0.35282367760186
"35" "-IEBe1UpCz8-dTAp8_fClw" 0.108217003260058
"36" "-J0jhpG0rv4saq9OMh8gXw" 0.116798919775711
"37" "-JL0CWSLkkzFHZXlctnf8A" 0.0829474556331552
"38" "-JpZiiGPKOuCEiODGNyovw" 0.15438727301445
"39" "-KEU36ohRQb19mrbA65Y3Q" 0.219357185564605
"40" "-KF9RQPkmIOHfE0tzUu9bg" 0.147241027735443
"41" "-KSjEAnm5w8TBdRVLVwi9Q" 0.115625552146353
"42" "-KzyOiFK4SM9I1vmuTSsuA" 0.110221530088055
"43" "-L39pGMPP1kM3DI0Z0oZSw" 0.045421814929928
"44" "-L_rzBx627AcIFqZsPnsQQ" 0.0967108609472554
"45" "-Lsdg-qZl_Lj3dj6VQI_Dg" 0.0586172539009197
"46" "-M1rR1Ip7NOlMn5EbUkuog" 0.146306362378306
"47" "-MFnc3jvLEduvqkOlaylHQ" 0.278186911543598
"48" "-MaIpPCz4153Uh1pnzI3AA" 0.500000000000031
"49" "-Mf4I8Jr_Vly37Z3Mgf0zQ" 0.168397941297115
"50" "-NOet8xJLGhX-eUzSIDc2Q" 0.0907185772443645
"51" "-N_i2F9BDyIt9e1iihVr1w" 0.336836759969781
"52" "-Nd5eId2iqnFvAMNgRBgpA" 0.18353717423492
"53" "-Ogv7rpcgUHkFaSy3vD8Sw" 0.113372535158029
"54" "-PoxCIqlN6tX98AxC0aPTQ" 0.0684877941889453
"55" "-Rb9vXZjET2PfWMjLzZgvg" 0.219522567213068
"56" "-Rj4yXguyZ06ZMPMmoR9tg" 0.142073174758937
"57" "-SS0C3OoPhVVBFCFfDWB2A" 0.0679160708987569
"58" "-TNwWa_OGPmZoBFl25zdYA" 0.265560476092264
"59" "-TcEs-q39n1LC3kJBXZp0w" 0.43961333083308
"60" "-UT6IHfVW_2yzz1bf8WI5g" 0.135511663826185
"61" "-Vp12-UIQIh2zeM6SPj9FA" 0.114623140633925
"62" "-WDAJKr6345nJF5ZZIBLDg" 0.205800459504752
"63" "-WXH-j7_Ugm6phJDdY5bzw" 0.146223871335343
"64" "-WZIxGXJHMGidZXRhKxP3w" 0.160311542408305
"65" "-XQAYmeTFv4MR-M5XAZmWw" 0.182933673441416
"66" "-XlBQrxN_ZB3MZKxLBeAjA" 0.00799291352178135
"67" "-XoFkjdXb5ZIXwoZdjJtoQ" 0.178082352341547
"68" "-Y2rZMPttQqKXD_XJPQerA" 0.15105515530397
"69" "-_JBgygYYD_UkuD-GVTp6A" 0.0690704526889695
"70" "-_Ke8q969OAwEE_-U0qUjw" 0.0199404910745788
"71" "-_npP9XdyzILAjtFfX8UAQ" 0.0648253297139924
"72" "-aDuOZelvBHWKh-NrXooow" 0.123236979551911
"73" "-b_VjHZmA7-8LVWp6z36VA" 0.141569166159831
"74" "-bd26a1QEEpqUZjBmtBUiQ" 0.118878353423125
"75" "-cy8EpdXs44iT3FR4En0QA" 0.189410661980131
"76" "-d1I0dwtCg1IIjnI3DZ38Q" 0.105698594692304
"77" "-dlVtdzpjjc4o-OJ4S6xtg" 0.0569680831678176
"78" "-eE4PAWu5FBRnAvbIMzWqg" 0.0722595280504274
"79" "-ev01HlCKf7CYsh8ZXG_7w" 0.0561370277048574
"80" "-f5EhKQb7jPtDl1eYDwV0w" 0.00542856980845215
"81" "-ftQeUsqwDkExRg6IYrubQ" 0.130285846162463
"82" "-g5leVOzKA33Ruabe2Zo9w" 0.185702822184801
"83" "-h-q6zTIdPlkz9BDP11sBg" 0.130263573097269
"84" "-h1WpfgqAmJcJDqyXXJ2og" 0.0799409634273248
"85" "-h9LochyBgKpsLwNXfTiOw" 0.23462225954819
"86" "-hQ8iZygzi0iiTFUkHgiEA" 0.146993481685325
"87" "-hWSt4JO2zT7zd7QzLZY9Q" 0.0560615430338522
"88" "-hzkQ8YIkExQse3vX0HOcg" 0.0265382251169818
"89" "-iGegnCdHR1IWw4D_240_Q" 0.0117561421420509
"90" "-j3BF7gOIi-1tAHoFA3WIw" 0.0477194228233175
"91" "-jBymA8tI-WURtSBcuUdXQ" 0.105074980773199
"92" "-kVXDEqGHOWKxQ3EhvFgVA" 0.105629097659967
"93" "-lOSaCuBRAvX5JBifx-EMw" 0.127903660160067
"94" "-luJmoJUWtS4iQh7Bbbblw" 0.0716548373555962
"95" "-mLcpJYfX8tw8LR9bq018w" 0.213833581965617
"96" "-mz0Zr0Dw6ZASg7_ah1R8A" 0.0956198792700296
"97" "-nHYKkSJuQ7zzFZ1veRfPg" 0.114713947472728
"98" "-nmr-3l0EmQaZAGEoXgk4w" 0.0280500244480969
"99" "-pJVjm0t4F6sNHo77HlQKA" 0.302731242313248
"100" "-q_VodbABJygOSuv86LOtw" 0.0280899769331525
"101" "-qv60txNVfg5pJ0b0w-QJw" 0.0633311736786566
"102" "-sHaV6At__T1RJQXiR6d0g" 0.146612377707589
"103" "-sTBvM1pOpZts9dnJ6_5Xw" 0.0740857158938048
"104" "-tBiXT917wKlr6n9wSqViw" 0.210802705792996
"105" "-tNKk-eCLk_acdp4vEYcpw" 0.0860690093872536
"106" "-uSHlr8Wk6f8ewVEgsvcWQ" 0.112912618442652
"107" "-v8FrfMccLpIzong9XpiuQ" 0.0110705810344024
"108" "-vHWAsiX0iHWJw-pkqv32Q" 0.11696904084765
"109" "-vaGR2CXNS4NZrMdctSkGA" 0.14252223053606
"110" "-wwJIaO7-diyEqxGwZKVuQ" 0.0133428620469199
"111" "-xBv8p9jzOkMyGlY07FMTA" 0.0113981409127707
"112" "-xFO1E3OiDMmdqdjwUM_DA" 0.109199612596994
"113" "-xLwGUmmyKgsTtFOOXzjeg" 0.212446202769756
"114" "-x_jL2OCWPdObGTOwIpN4w" 0.14941842118713
"115" "-yPdEze6bYRV2Sm1t4XJhg" 0.0326071697207537
"116" "-yzl8Zm-MmSqx31VN7vB0Q" 0.125776477864686
"117" "-zcZNlO0JwZHppan8rGkBQ" 0.194342258565503
"118" "0-A_cxbEmlkkq0362cvi3A" 0.132069492941465
"119" "0-lJQCSwnHmIczjcSw_N_g" 0.14929021433466
"120" "00eGk1ntf4RiDxVRY3gaIw" 0.106934133406269
"121" "01euuGhBwvcDhl9KcPTang" 0.152708032423834
"122" "04HakCR6gEeRYNAoKxkppQ" 0.229972283041669
"123" "04Jrd2zSzwHwmBqdKQDmIw" 0.0253610128775939
"124" "04SKYBXRAqeYIuuVDzwKNg" 0.0466369144951986
"125" "06YP_JnJzns84fOyQ0HA0Q" 0.026599765409274
"126" "06kfoeRs9Acj82Yl3i9p_w" 0.169698426202666
"127" "07OyvsOpqTWuyTtvE4_gcA" 0.113512570518044
"128" "08In-bFs8JOmSTDlQ0BfFw" 0.0943334687086642
"129" "08MvFb65fOz2iET3iRqUOQ" 0.149390549568815
"130" "08NQu7YaKY3m500DS7e5Tw" 0.179759926149917
